bless_gold,128,,,8,2,13258.959646,18861.440003,32120.400391,14.4321,2.1191,-0.22
bless_gold,128,,,8,4,13530.919640,19004.440003,32535.359375,14.6134,2.1464,-0.20
bless_gold,128,,,8,8,14195.479625,19150.040002,33345.519531,14.8506,2.2280,-0.15
bless_gold,128,,,8,16,14048.839636,19292.520001,33341.359375,14.8034,2.1975,-0.27
bless_gold,128,,,16,2,13310.959645,18997.160005,32308.119141,14.5080,2.1289,-0.15
bless_gold,128,,,16,4,14068.079624,19135.480004,33203.558594,14.7680,2.2190,-0.22
bless_gold,128,,,16,8,14338.999617,19285.240003,33624.238281,14.9268,2.2489,-0.20
bless_gold,128,,,16,16,14303.639624,19412.120000,33715.757812,14.9746,2.2506,-0.23
bless_gold,128,,,32,2,13201.239646,19122.480003,32323.718750,14.5329,2.1231,-0.21
bless_gold,128,,,32,4,13575.639639,19259.760002,32835.398438,14.6880,2.1369,-0.23
bless_gold,128,,,32,8,14028.559627,19417.320003,33445.878906,14.9653,2.2025,-0.26
bless_gold,128,,,32,16,14078.999628,19548.880000,33627.878906,14.9938,2.2120,-0.28
bless_gold,128,,,64,2,13574.599639,19249.880002,32824.480469,14.6678,2.1461,-0.15
bless_gold,128,,,64,4,13745.679634,19385.080001,33130.757812,14.8374,2.1815,-0.19
bless_gold,128,,,64,8,14697.279617,19540.560001,34237.839844,15.1526,2.2910,-0.19
bless_gold,128,,,64,16,14559.999621,19679.920002,34239.917969,15.1536,2.2672,-0.24
bless_gold,128,,,128,2,13745.159637,19385.080003,33130.238281,14.8244,2.1750,-0.21
bless_gold,128,,,128,4,14004.119633,19521.320003,33525.441406,14.9548,2.1973,-0.23
bless_gold,128,,,128,8,14459.119626,19669.520002,34128.640625,15.1979,2.2614,-0.20
bless_gold,128,,,128,16,14656.719622,19811.480002,34468.199219,15.2557,2.2649,-0.24
bless_gold,128,,,256,2,13541.839640,19512.480003,33054.320312,14.7946,2.1520,-0.22
bless_gold,128,,,256,4,14061.839633,19646.640001,33708.480469,15.0142,2.2125,-0.22
bless_gold,128,,,256,8,14529.839619,19802.120002,34331.960938,15.2312,2.2668,-0.21
bless_gold,128,,,256,16,14707.159618,19944.600003,34651.757812,15.3617,2.2740,-0.18
scarab,32,,2,,,7507.239865,2870.400014,10377.639648,2.8166,629.2077,  slack (MET)                                                        0.00
scarab,32,,4,,,11561.679740,4165.199971,15726.879883,3.4270,885.4618,  slack (MET)                                                        0.00
scarab,32,,8,,,28567.759389,8012.679851,36580.437500,5.1659,2.0878,  slack (MET)                                                        0.00
scarab,32,,16,,,88882.038269,20701.719423,109583.757812,10.9159,7.0816,  slack (MET)                                                        0.00
scarab,64,,2,,,11535.159793,4118.400044,15653.559570,4.1457,923.7797,  slack (MET)                                                        0.00
scarab,64,,4,,,15218.839708,5413.200002,20632.039062,4.7272,1.1688,  slack (MET)                                                        0.00
scarab,64,,8,,,31485.479365,9263.799880,40749.277344,6.4082,2.3106,  slack (MET)                                                        0.00
scarab,64,,16,,,91696.798254,21962.719458,113659.515625,12.1924,7.4464,  slack (MET)                                                        0.00
scarab,128,,2,,,18536.959691,6614.400105,25151.359375,6.7750,1.5185,  slack (MET)                                                        0.00
scarab,128,,4,,,21772.919520,7909.200063,29682.119141,7.3241,1.6780,  slack (MET)                                                        0.00
scarab,128,,8,,,39478.399218,11757.199943,51235.597656,9.0861,2.9461,  slack (MET)                                                        0.00
scarab,128,,16,,,99251.878203,24536.199549,123788.078125,14.8213,8.1011,  slack (VIOLATED: increase signficant digits)                       0.00
bless_age,32,16,,,,12446.199703,8298.679978,20744.878906,7.9023,1.4876,-0.56
